City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
294,Delta Del Tigre,UY,2022-12-06 20:45:12,-34.7633,-56.3853,91.81,29,0,12.66
295,Hobyo,SO,2022-12-06 20:45:12,5.3505,48.5268,79.43,76,100,16.33
296,Manoel Urbano,BR,2022-12-06 20:45:13,-8.8389,-69.2597,82.08,66,91,2.51
297,Flin Flon,CA,2022-12-06 20:45:13,54.7682,-101.865,-18.56,63,20,8.05
298,Alice Springs,AU,2022-12-06 20:45:14,-23.7,133.8833,88.21,40,54,12.66
299,Palmer,US,2022-12-06 20:44:16,42.1584,-72.3287,55.99,76,100,0.0
300,Finschhafen,PG,2022-12-06 20:45:14,-6.6024,147.8681,81.28,73,100,4.83
301,Apatity,RU,2022-12-06 20:45:15,67.5641,33.4031,23.54,97,93,3.89
302,Itarema,BR,2022-12-06 20:45:15,-2.9248,-39.9167,79.81,73,72,18.07
303,Acari,PE,2022-12-06 20:45:16,-15.4311,-74.6158,75.79,59,75,9.46
304,Hofn,IS,2022-12-06 20:45:17,64.2539,-15.2082,34.05,62,22,9.37
305,Sarangani,PH,2022-12-06 20:45:17,5.4033,125.4636,82.06,73,96,13.29
306,Yar-Sale,RU,2022-12-06 20:45:17,66.8333,70.8333,-3.12,100,16,6.38
307,Alugan,PH,2022-12-06 20:45:18,12.2188,125.4808,80.44,71,99,8.25
308,Bognor Regis,GB,2022-12-06 20:40:55,50.7821,-0.6798,40.77,92,18,13.24
309,Abhar,IR,2022-12-06 20:45:19,36.1468,49.218,32.22,88,91,3.15
310,Lagoa,PT,2022-12-06 20:45:19,39.05,-27.9833,58.28,81,100,35.32
311,Bundaberg,AU,2022-12-06 20:45:20,-24.85,152.35,77.22,79,0,3.0
312,Shelton,US,2022-12-06 20:42:59,41.3165,-73.0932,57.99,82,100,12.66
313,Brigantine,US,2022-12-06 20:45:21,39.4101,-74.3646,56.14,93,100,8.05
314,Benguela,AO,2022-12-06 20:46:21,-12.5763,13.4055,77.79,80,100,3.02
315,Arsk,RU,2022-12-06 20:46:22,56.0915,49.8778,-0.18,97,66,6.46
316,Saint Anthony,US,2022-12-06 20:45:46,45.0205,-93.218,31.75,62,0,8.05
317,Madang,PG,2022-12-06 20:46:23,-5.2246,145.7966,76.75,90,99,3.09
318,Matara,LK,2022-12-06 20:46:23,5.9485,80.5353,75.52,92,100,5.21
319,Soyo,AO,2022-12-06 20:46:24,-6.1349,12.3689,76.53,83,100,2.57
320,Makakilo City,US,2022-12-06 20:46:25,21.3469,-158.0858,80.44,68,0,8.05
321,Price,US,2022-12-06 20:45:46,39.5994,-110.8107,42.06,38,0,8.05
322,Yulara,AU,2022-12-06 20:46:26,-25.2406,130.9889,79.83,38,41,5.55
323,Kindu,CD,2022-12-06 20:46:27,-2.95,25.95,69.49,97,65,1.45
324,Gigmoto,PH,2022-12-06 20:46:28,13.7796,124.39,79.84,76,66,8.08
325,Meulaboh,ID,2022-12-06 20:46:29,4.1363,96.1285,74.7,95,100,6.96
326,Alanya,TR,2022-12-06 20:46:30,36.5438,31.9998,53.73,60,2,5.1
327,Fatwa,IN,2022-12-06 20:46:30,25.5167,85.3167,59.09,45,0,5.97
328,Dillon,US,2022-12-06 20:46:31,34.4166,-79.3712,69.94,67,94,2.33
329,Saldanha,ZA,2022-12-06 20:46:32,-33.0117,17.9442,59.05,81,35,8.16
330,Powell River,CA,2022-12-06 20:45:45,49.8496,-124.5361,41.0,93,100,2.3
331,Sechura,PE,2022-12-06 20:46:34,-5.5569,-80.8222,77.13,58,95,16.82
332,Lorengau,PG,2022-12-06 20:46:35,-2.0226,147.2712,79.7,83,96,8.39
333,La Asuncion,VE,2022-12-06 20:46:36,11.0333,-63.8628,83.93,65,41,5.75
334,Tromso,NO,2022-12-06 20:46:36,69.6496,18.957,32.02,64,75,5.75
335,Nouakchott,MR,2022-12-06 20:46:37,18.0858,-15.9785,75.13,70,5,12.03
336,Husavik,IS,2022-12-06 20:46:38,66.0449,-17.3389,27.91,80,95,12.35
337,Poum,NC,2022-12-06 20:46:39,-20.2333,164.0167,81.0,76,100,5.06
338,Salisbury,GB,2022-12-06 20:45:47,51.0693,-1.7957,39.81,93,100,5.75
339,Harwich,GB,2022-12-06 20:46:40,51.9419,1.2844,41.0,90,82,10.0
340,Ilulissat,GL,2022-12-06 20:46:41,69.2167,-51.1,32.02,93,75,11.5
341,Bogande,BF,2022-12-06 20:46:41,12.9714,-0.1436,80.92,16,91,8.7
342,Kayes,ML,2022-12-06 20:46:42,14.0,-11.0,87.85,23,0,6.15
343,Severnyy,RU,2022-12-06 20:46:43,50.677,36.5532,17.64,73,0,13.42
344,Sukabumi,ID,2022-12-06 20:46:43,-6.9181,106.9267,69.35,98,100,1.05
345,Marawi,PH,2022-12-06 20:46:44,7.9986,124.2928,67.06,93,100,0.85
346,Maragogi,BR,2022-12-06 20:46:44,-9.0122,-35.2225,77.38,78,87,5.53
347,Brighton,GB,2022-12-06 20:43:56,50.8284,-0.1395,42.42,87,35,5.01
348,Dublin,US,2022-12-06 20:42:06,37.7021,-121.9358,57.13,72,40,8.05
349,Sosua,DO,2022-12-06 20:46:45,19.7667,-70.5167,84.18,57,40,5.75
350,Krutinka,RU,2022-12-06 20:46:46,56.0055,71.5113,-4.36,100,94,4.74
351,Kruisfontein,ZA,2022-12-06 20:46:47,-34.0033,24.7314,64.89,84,0,3.29
352,Bonavista,CA,2022-12-06 20:46:48,48.6499,-53.1147,34.56,87,14,10.33
353,Talcahuano,CL,2022-12-06 20:46:48,-36.7167,-73.1167,67.68,73,0,12.66
354,Srednekolymsk,RU,2022-12-06 20:46:49,67.45,153.6833,-25.62,97,100,13.04
355,Bubaque,GW,2022-12-06 20:46:49,11.2833,-15.8333,81.54,67,1,12.86
356,Oksfjord,NO,2022-12-06 20:46:50,70.2396,22.3479,28.58,80,65,2.28
357,Catuday,PH,2022-12-06 20:46:50,16.2923,119.8062,77.97,78,8,7.31
358,Viadana,IT,2022-12-06 20:46:51,44.9333,10.5333,41.22,97,14,2.37
359,Sablan,PH,2022-12-06 20:47:52,16.493,120.4954,68.65,85,6,4.59
360,Grindavik,IS,2022-12-06 20:47:52,63.8424,-22.4338,37.87,87,100,6.91
361,Gombong,ID,2022-12-06 20:47:53,-7.6072,109.5142,75.87,91,100,1.23
362,Kalachinsk,RU,2022-12-06 20:47:54,55.0529,74.5751,0.97,97,100,4.36
363,Inhambane,MZ,2022-12-06 20:47:54,-23.865,35.3833,77.85,87,3,9.95
364,Vostochnyy,RU,2022-12-06 20:47:55,55.8167,37.8667,21.38,79,100,9.31
365,Carauari,BR,2022-12-06 20:47:56,-4.8828,-66.8958,83.98,76,100,2.73
366,Watrous,CA,2022-12-06 20:43:14,51.6668,-105.4679,-18.62,63,13,8.05
367,Zemio,CF,2022-12-06 20:47:57,5.0314,25.1361,73.29,54,14,1.63
368,Asau,RO,2022-12-06 20:47:57,46.4333,26.4,34.72,96,74,4.9
369,Tura,IN,2022-12-06 20:47:58,25.5198,90.2201,59.14,87,45,2.82
370,Loa Janan,ID,2022-12-06 20:47:58,-0.583,117.095,72.59,99,27,2.01
371,Kerema,PG,2022-12-06 20:47:59,-7.9631,145.7785,78.01,86,97,3.27
372,Samarai,PG,2022-12-06 20:48:00,-10.6167,150.6667,82.29,75,67,7.96
373,Severo-Kurilsk,RU,2022-12-06 20:48:01,50.6789,156.125,27.0,82,51,9.93
374,Sembe,CG,2022-12-06 20:48:02,1.6481,14.5806,73.71,83,41,2.68
375,Kalmunai,LK,2022-12-06 20:48:04,7.4167,81.8167,75.78,86,100,13.67
376,Keflavik,IS,2022-12-06 20:48:04,64.0049,-22.5624,37.83,87,100,6.91
377,Wynyard,AU,2022-12-06 20:48:05,-41.0,145.7167,52.92,64,3,4.92
378,Manjacaze,MZ,2022-12-06 20:48:06,-24.7117,33.8828,74.28,91,2,5.37
379,Bemidji,US,2022-12-06 20:47:18,47.4736,-94.8803,14.18,79,0,6.91
380,Vao,NC,2022-12-06 20:48:07,-22.6667,167.4833,76.06,88,73,3.91
381,Cabo San Lucas,MX,2022-12-06 20:43:37,22.8909,-109.9124,86.61,51,0,11.5
382,Nome,US,2022-12-06 20:48:08,64.5011,-165.4064,19.47,93,0,4.61
383,Zhirnov,RU,2022-12-06 20:48:09,48.1709,41.1261,19.51,68,12,14.12
384,Jatiroto,ID,2022-12-06 20:48:10,-7.8833,111.1167,73.36,93,100,2.21
385,Mega,ET,2022-12-06 20:48:11,4.05,38.3,60.91,74,8,8.95
386,Touros,BR,2022-12-06 20:48:11,-5.1989,-35.4608,79.27,75,70,13.38
387,Lahijan,IR,2022-12-06 20:48:12,37.2061,50.0029,44.78,91,93,5.66
388,Geraldton,AU,2022-12-06 20:48:13,-28.7667,114.6,63.01,59,0,10.36
389,Tooele,US,2022-12-06 20:48:14,40.5308,-112.2983,37.22,74,24,1.61
390,Ahipara,NZ,2022-12-06 20:48:15,-35.1667,173.1667,62.47,86,100,15.73
391,Henties Bay,NA,2022-12-06 20:48:16,-22.116,14.2845,57.96,91,0,6.64
392,Andapa,MG,2022-12-06 20:48:17,-14.65,49.65,68.32,96,95,2.66
393,Padang,ID,2022-12-06 20:48:18,-0.9492,100.3543,76.87,89,98,5.59
394,Prince Rupert,CA,2022-12-06 20:48:18,54.3161,-130.3201,38.89,98,100,16.11
395,Nueva Loja,EC,2022-12-06 20:48:19,0.0847,-76.8828,86.02,62,20,3.44
396,Aberystwyth,GB,2022-12-06 20:48:20,52.4155,-4.0829,31.89,86,12,6.53
397,Cairns,AU,2022-12-06 20:46:30,-16.9167,145.7667,71.55,83,79,0.0
398,Sesheke,ZM,2022-12-06 20:48:21,-17.4759,24.2968,66.43,87,100,5.17
399,Honningsvag,NO,2022-12-06 20:48:22,70.9821,25.9704,37.15,75,20,18.41
400,Uga,NG,2022-12-06 20:48:23,5.9358,7.0793,78.57,66,100,5.32
401,Mecca,SA,2022-12-06 20:45:02,21.4267,39.8261,73.9,65,2,6.4
402,Lunglei,IN,2022-12-06 20:48:24,22.8833,92.7333,53.04,91,10,3.18
403,San Francisco,US,2022-12-06 20:48:25,37.7749,-122.4194,58.1,76,75,7.0
404,Sur,OM,2022-12-06 20:48:26,22.5667,59.5289,72.19,58,0,3.94
405,Isilkul,RU,2022-12-06 20:48:27,54.9109,71.2728,-3.57,99,100,3.74
406,Horsham,GB,2022-12-06 20:48:28,51.064,-0.3272,42.12,86,75,5.75
407,Esperance,AU,2022-12-06 20:48:28,-33.8667,121.9,58.28,70,98,13.24
408,Maldonado,UY,2022-12-06 20:49:29,-34.6667,-54.9167,90.79,32,0,13.22
409,Gizo,SB,2022-12-06 20:49:30,-8.103,156.8419,82.56,73,83,5.37
410,Kachug,RU,2022-12-06 20:49:31,53.9606,105.8817,6.3,93,99,5.12
411,Pokrovsk,UA,2022-12-06 20:48:07,48.282,37.1758,22.21,51,5,15.57
412,Rorvik,NO,2022-12-06 20:49:32,64.8621,11.2373,30.31,80,40,4.61
413,Krasnoselkup,RU,2022-12-06 20:49:32,65.7,82.4667,3.33,97,94,11.81
414,Caravelas,BR,2022-12-06 20:49:34,-17.7125,-39.2481,75.07,84,80,6.76
415,Leshukonskoye,RU,2022-12-06 20:49:34,64.8989,45.7622,16.68,94,100,9.6
416,Yaan,NG,2022-12-06 20:49:35,7.3833,8.5667,80.56,21,98,2.13
417,Lewiston,US,2022-12-06 20:49:36,44.1003,-70.2148,49.24,84,100,8.05
418,Goderich,CA,2022-12-06 20:49:36,43.7501,-81.7165,43.92,75,99,4.61
419,Ballina,AU,2022-12-06 20:49:37,-28.8667,153.5667,69.01,95,99,5.28
420,Roald,NO,2022-12-06 20:49:38,62.5833,6.1333,37.76,80,20,13.8
421,Linxi,CN,2022-12-06 20:49:39,39.7,118.4333,25.59,26,0,4.72
422,Yola,NG,2022-12-06 20:49:39,9.2,12.4833,80.42,47,0,0.0
423,Harer,ET,2022-12-06 20:49:40,9.3094,42.1258,57.27,47,18,0.98
424,Bartlesville,US,2022-12-06 20:46:02,36.7473,-95.9808,42.75,93,100,3.44
425,Zwedru,LR,2022-12-06 20:49:41,6.0667,-8.1281,75.99,84,63,4.41
426,Mabaruma,GY,2022-12-06 20:49:42,8.2,-59.7833,76.75,87,87,4.43
427,Rawson,AR,2022-12-06 20:46:39,-43.3002,-65.1023,69.48,39,15,18.41
428,Rio Gallegos,AR,2022-12-06 20:49:43,-51.6226,-69.2181,51.85,20,40,27.63
429,Neuquen,AR,2022-12-06 20:49:44,-38.9516,-68.0591,87.69,23,0,11.5
430,Iwanai,JP,2022-12-06 20:49:44,42.9744,140.5089,32.97,70,97,12.1
431,Sao Desiderio,BR,2022-12-06 20:49:45,-12.3633,-44.9733,74.61,84,100,2.57
432,Cabedelo,BR,2022-12-06 20:49:46,-6.9811,-34.8339,83.07,74,16,11.03
433,Sabang,ID,2022-12-06 20:49:46,5.8933,95.3214,79.5,80,100,19.1
434,Saint-Pierre,RE,2022-12-06 20:45:33,-21.3393,55.4781,76.91,83,70,21.85
435,Richards Bay,ZA,2022-12-06 20:49:48,-28.783,32.0377,68.22,87,100,2.46
436,Coquimbo,CL,2022-12-06 20:49:49,-29.9533,-71.3436,67.73,68,20,12.66
437,Awjilah,LY,2022-12-06 20:49:50,29.1081,21.2869,69.15,19,67,7.94
438,Ucluelet,CA,2022-12-06 20:45:45,48.9329,-125.5528,45.09,89,100,4.54
439,Santa Maria,BR,2022-12-06 20:49:51,-29.6842,-53.8069,88.9,55,40,8.05
440,Domoni,KM,2022-12-06 20:49:51,-12.2569,44.5319,78.96,82,14,3.8
441,Kungsbacka,SE,2022-12-06 20:49:52,57.4872,12.0761,28.74,68,100,2.59
442,Huarmey,PE,2022-12-06 20:49:54,-10.0681,-78.1522,71.55,73,52,10.92
443,Sobolevo,RU,2022-12-06 20:49:55,54.4299,31.8996,16.57,80,100,12.93
444,Progreso,MX,2022-12-06 20:49:57,21.2833,-89.6667,87.12,57,1,16.51
445,Sao Felix Do Xingu,BR,2022-12-06 20:49:58,-6.6447,-51.995,80.2,80,98,1.7
446,Goldbach,DE,2022-12-06 20:49:59,49.9889,9.1864,40.62,90,100,2.73
447,Ocna Mures,RO,2022-12-06 20:50:00,46.3833,23.85,41.41,89,100,5.28
448,Fuxin,CN,2022-12-06 20:50:05,42.0156,121.6589,23.86,38,0,10.25
449,Kununurra,AU,2022-12-06 20:50:09,-15.7667,128.7333,80.58,94,75,0.0
450,Necochea,AR,2022-12-06 20:50:11,-38.5473,-58.7368,68.77,56,2,17.38
451,Union City,US,2022-12-06 20:49:30,37.5958,-122.0192,58.21,69,75,5.75
452,Medina Del Campo,ES,2022-12-06 20:51:12,41.3124,-4.9141,49.71,88,99,0.54
453,Ostrovnoy,RU,2022-12-06 20:51:12,68.0531,39.5131,25.02,88,45,25.14
454,Fruitvale,US,2022-12-06 20:51:13,39.0817,-108.4968,45.0,71,100,1.01
455,Ganzhou,CN,2022-12-06 20:51:13,28.8184,115.4327,46.42,83,100,1.9
456,Kilindoni,TZ,2022-12-06 20:51:14,-7.9139,39.6668,80.55,80,21,13.85
457,King City,US,2022-12-06 20:51:15,36.2127,-121.126,52.92,60,94,2.95
458,Hualmay,PE,2022-12-06 20:51:15,-11.0964,-77.6139,71.51,71,13,11.01
459,Chicama,PE,2022-12-06 20:51:16,-7.8447,-79.1469,70.34,62,75,10.83
460,Lahat,ID,2022-12-06 20:51:16,-3.8,103.5333,71.91,98,99,1.99
461,Los Llanos De Aridane,ES,2022-12-06 20:51:17,28.6585,-17.9182,67.75,87,40,9.22
462,Wawa,NG,2022-12-06 20:51:17,9.9022,4.4192,78.4,21,87,1.72
463,Ulaangom,MN,2022-12-06 20:51:18,49.9811,92.0667,-18.36,92,47,1.95
464,Ahuimanu,US,2022-12-06 20:51:19,21.4447,-157.8378,81.61,74,40,8.05
465,Shirokiy,RU,2022-12-06 20:51:19,49.758,129.523,-11.42,100,100,2.04
466,Buzmeyin,TM,2022-12-06 20:51:19,38.0507,58.2056,29.93,80,75,4.61
467,Japura,ID,2022-12-06 20:51:20,-0.3167,102.35,73.35,99,95,1.54
468,Chapadinha,BR,2022-12-06 20:51:20,-3.7417,-43.3603,86.95,40,48,1.14
469,Avera,US,2022-12-06 20:51:21,33.194,-82.5271,66.38,85,98,1.14
470,Wodonga,AU,2022-12-06 20:51:21,-36.1167,146.8833,64.96,100,92,2.64
471,Willowmore,ZA,2022-12-06 20:51:22,-33.2926,23.4895,61.54,65,0,9.93
472,Port Hardy,CA,2022-12-06 20:46:40,50.6996,-127.4199,37.58,100,75,4.61
473,Senneterre,CA,2022-12-06 20:51:23,48.3835,-77.2328,18.12,95,100,6.6
474,La Ronge,CA,2022-12-06 20:51:24,55.1001,-105.2842,-18.15,57,40,11.5
475,Eston,CA,2022-12-06 20:51:24,51.1501,-108.7514,-17.09,82,38,4.54
476,Shingu,JP,2022-12-06 20:51:25,33.7333,135.9833,43.16,71,79,6.93
477,Emba,KZ,2022-12-06 20:51:25,48.8264,58.1442,7.02,92,10,9.57
478,West Helena,US,2022-12-06 20:51:26,34.5507,-90.6418,73.08,81,100,14.5
479,Pangkalanbuun,ID,2022-12-06 20:51:26,-2.6833,111.6167,73.94,98,100,1.68
480,Tigil,RU,2022-12-06 20:51:27,57.8,158.6667,11.25,86,100,6.53
481,Tautira,PF,2022-12-06 20:51:27,-17.7333,-149.15,78.67,78,47,18.19
482,Rolla,US,2022-12-06 20:51:28,37.9514,-91.7713,53.85,85,100,6.91
483,Upata,VE,2022-12-06 20:51:28,8.0086,-62.3989,79.2,77,99,5.88
484,Eureka,US,2022-12-06 20:50:13,40.8021,-124.1637,52.25,83,0,1.99
485,Dong Hoi,VN,2022-12-06 20:51:29,17.4833,106.6,66.11,92,100,11.59
486,Dunedin,NZ,2022-12-06 20:51:30,-45.8742,170.5036,48.79,66,52,1.99
487,La Paz,BO,2022-12-06 20:50:51,-16.5,-68.15,51.78,53,75,11.5
488,Puerto Del Rosario,ES,2022-12-06 20:51:30,28.5004,-13.8627,67.75,83,20,5.75
489,Pangnirtung,CA,2022-12-06 20:51:31,66.1451,-65.7125,26.6,86,100,9.22
490,Jalu,LY,2022-12-06 20:51:32,29.0331,21.5482,68.65,21,61,8.84
491,Tutoia,BR,2022-12-06 20:51:32,-2.7619,-42.2744,80.56,77,1,14.76
492,Dalton,US,2022-12-06 20:46:57,34.7698,-84.9702,57.76,97,100,4.61
493,Gidole,ET,2022-12-06 20:51:33,5.65,37.3667,62.08,53,94,1.25
494,Sadova,RO,2022-12-06 20:52:34,43.9,23.95,41.38,89,95,3.76
495,Uvira,CD,2022-12-06 20:52:34,-3.4067,29.1458,71.38,84,87,2.3
496,Aswan,EG,2022-12-06 20:52:34,24.0934,32.907,63.7,36,0,8.05
497,Ankara,TR,2022-12-06 20:52:35,39.9199,32.8543,39.2,73,6,1.01
498,Kismayo,SO,2022-12-06 20:52:35,-0.3582,42.5454,78.76,79,94,10.0
499,Najran,SA,2022-12-06 20:52:36,17.4924,44.1277,63.25,28,0,2.3
500,San Vicente,AR,2022-12-06 20:52:36,-26.6167,-54.1333,75.72,75,64,2.48
501,Ishinomaki,JP,2022-12-06 20:52:37,38.4167,141.3,32.0,87,10,7.07
502,Orchard Homes,US,2022-12-06 20:52:38,46.8633,-114.0484,39.4,69,100,8.99
503,Zhigansk,RU,2022-12-06 20:52:38,66.7697,123.3711,-22.95,96,100,22.32
504,Jacksonville,US,2022-12-06 20:52:23,30.3322,-81.6556,82.44,67,20,5.75
505,College,US,2022-12-06 20:52:39,64.8569,-147.8028,22.21,87,75,0.0
506,Quang Ngai,VN,2022-12-06 20:52:39,15.1167,108.8,72.64,93,93,4.32
507,Vila Velha,BR,2022-12-06 20:52:40,-20.3297,-40.2925,76.95,86,100,10.36
508,Umm Kaddadah,SD,2022-12-06 20:52:40,13.6017,26.6876,63.82,29,0,13.49
509,San Patricio,US,2022-12-06 20:52:41,28.017,-97.5169,82.17,62,40,16.06
510,Lakes Entrance,AU,2022-12-06 20:52:41,-37.8811,147.981,62.17,68,13,2.84
511,Shiyan,CN,2022-12-06 20:52:42,32.6475,110.7781,38.14,69,42,1.9
512,Basco,PH,2022-12-06 20:52:42,20.4487,121.9702,77.9,80,80,23.62
513,Jaral Del Progreso,MX,2022-12-06 20:52:43,20.3667,-101.0667,82.94,16,0,2.42
514,Gravdal,NO,2022-12-06 20:52:43,68.1214,13.5031,31.89,100,75,12.66
515,Vila,PT,2022-12-06 20:52:44,42.0304,-8.1588,43.7,91,96,2.01
516,Vallenar,CL,2022-12-06 20:52:44,-28.5708,-70.7581,83.8,33,14,8.66
517,Sioux Lookout,CA,2022-12-06 20:52:45,50.1001,-91.917,-2.13,78,100,4.61
518,Urumqi,CN,2022-12-06 20:52:46,43.801,87.6005,7.75,92,75,2.24
519,Dumai,ID,2022-12-06 20:52:46,1.6833,101.45,73.06,98,97,0.29
520,Roebourne,AU,2022-12-06 20:52:47,-20.7833,117.1333,80.2,47,0,12.06
521,Flinders,AU,2022-12-06 20:52:47,-34.5833,150.8552,66.18,80,59,7.0
522,Kavaratti,IN,2022-12-06 20:52:48,10.5669,72.642,81.19,70,95,3.76
523,Bitung,ID,2022-12-06 20:52:48,1.4451,125.1824,74.25,82,93,4.34
524,Harper,LR,2022-12-06 20:52:49,4.375,-7.7169,78.53,84,86,6.69
525,Kokemaki,FI,2022-12-06 20:52:49,61.2565,22.3564,26.38,93,100,2.64
526,Dicabisagan,PH,2022-12-06 20:52:50,17.0818,122.4157,75.52,91,35,4.29
527,Whitehorse,CA,2022-12-06 20:52:50,60.7161,-135.0538,18.81,92,100,5.75
528,Himatangi,NZ,2022-12-06 20:52:51,-40.4,175.3167,59.65,63,96,11.77
529,Kungurtug,RU,2022-12-06 20:52:51,50.5994,97.5228,-19.86,98,23,1.34
530,Sola,VU,2022-12-06 20:52:52,-13.8833,167.55,79.47,94,34,0.0
531,Ekibastuz,KZ,2022-12-06 20:52:52,51.6667,75.3667,-14.35,98,19,3.13
532,Jacareacanga,BR,2022-12-06 20:52:53,-6.2222,-57.7528,82.45,75,100,0.85
533,Noyabrsk,RU,2022-12-06 20:52:54,63.1994,75.4507,-0.17,96,92,12.41
534,Saint-Felicien,CA,2022-12-06 20:52:54,48.6501,-72.4491,36.1,100,100,5.75
535,Road Town,VG,2022-12-06 20:49:39,18.4167,-64.6167,82.49,65,20,6.91
536,Trapani,IT,2022-12-06 20:52:55,37.8333,12.6667,60.89,88,20,12.66
537,Dhidhdhoo,MV,2022-12-06 20:52:56,6.8833,73.1,81.21,76,76,9.55
538,Carhuamayo,PE,2022-12-06 20:52:56,-10.9167,-76.0333,46.85,54,64,15.32
539,Nabire,ID,2022-12-06 20:52:57,-3.3667,135.4833,75.04,85,100,3.13
540,Piacabucu,BR,2022-12-06 20:52:57,-10.4056,-36.4344,77.32,82,68,6.93
541,Pisco,PE,2022-12-06 20:53:58,-13.7,-76.2167,75.25,60,0,20.71
542,Tecoanapa,MX,2022-12-06 20:49:00,16.5167,-98.75,83.16,65,1,8.39
543,Balao,EC,2022-12-06 20:53:59,-2.9167,-79.8167,79.09,68,96,9.55
544,Evanston,US,2022-12-06 20:51:15,42.0411,-87.6901,43.97,83,100,9.22
