City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
605,Tazmalt,DZ,36.3868,4.3989,59.68,78,100,8.63,overcast clouds
606,Lavrentiya,RU,65.5833,-171.0,15.98,98,87,6.22,overcast clouds
607,Gornopravdinsk,RU,60.05,69.9,-10.86,96,97,2.84,overcast clouds
608,Mangochi,MW,-14.4782,35.2645,71.06,85,43,3.74,light rain
609,Port-Gentil,GA,-0.7193,8.7815,82.36,83,40,10.36,thunderstorm
610,Dongying,CN,37.4564,118.4856,36.63,63,22,12.12,few clouds
611,Paita,PE,-5.0892,-81.1144,68.47,78,81,15.66,broken clouds
612,Nelson Bay,AU,-32.7167,152.15,67.1,67,100,5.99,overcast clouds
613,Miracema do Tocantins,BR,-9.5618,-48.3967,72.73,92,97,1.1,overcast clouds
614,Dapaong,TG,10.8639,0.205,76.24,18,0,6.98,clear sky
615,Teya,RU,60.3778,92.6267,5.2,92,100,9.53,overcast clouds
616,Guiglo,CI,6.5456,-7.4966,72.1,93,50,2.84,scattered clouds
617,Sola,VU,-13.8833,167.55,86.67,70,99,8.01,overcast clouds
618,Brønnøysund,NO,65.4625,12.1997,30.2,59,0,15.01,clear sky
619,Alta Floresta,BR,-9.8756,-56.0861,72.1,94,88,2.82,overcast clouds
620,Utete,TZ,-7.986,38.758,71.73,96,0,1.43,clear sky
621,Antalaha,MG,-14.9003,50.2788,72.23,90,9,6.55,light rain
622,Maneromango,TZ,-7.1988,38.7848,68.09,98,2,0.25,light rain
623,Unecha,RU,52.8459,32.6739,32.63,100,100,4.92,light snow
624,Horsens,DK,55.8607,9.8503,34.77,92,100,5.86,overcast clouds
625,Agadez,NE,19.75,10.25,66.18,17,0,5.14,clear sky
626,Mackay,AU,-21.15,149.2,83.68,73,97,8.08,overcast clouds
627,Örnsköldsvik,SE,63.2909,18.7153,22.15,100,100,10.36,light snow
628,Santa Luzia,BR,-19.7697,-43.8514,83.3,56,20,11.5,few clouds
629,Kattivākkam,IN,13.2167,80.3167,77.09,90,91,31.74,moderate rain
630,Toamasina,MG,-18.1667,49.3833,73.4,94,40,5.75,light rain
631,Maragogi,BR,-9.0122,-35.2225,78.89,81,12,13.27,few clouds
632,Kampot,KH,10.6167,104.1833,78.85,85,100,6.13,overcast clouds
633,Anaconda,US,46.1285,-112.9423,29.39,84,75,5.35,broken clouds
634,Itá,PY,-25.4833,-57.35,97.99,59,50,9.82,scattered clouds
635,Liwale,TZ,-9.7667,37.9333,68.09,93,29,2.04,scattered clouds
636,Buchanan,LR,5.8808,-10.0467,79.09,85,42,9.01,scattered clouds
637,Tromsø,NO,69.6496,18.957,24.82,42,0,13.8,clear sky
638,Almaznyy,RU,48.0448,40.045,33.15,90,100,14.38,light snow
639,Alenquer,BR,-1.9417,-54.7383,81.82,54,8,3.0,clear sky
640,Nemuro,JP,43.3236,145.575,34.61,56,30,6.42,scattered clouds
641,Strezhevoy,RU,60.7333,77.5889,-24.68,97,12,8.77,few clouds
642,Margate,ZA,-30.8636,30.3705,72.95,93,81,16.51,broken clouds
643,Klyuchi,RU,52.2667,79.1667,-6.59,92,9,9.55,clear sky
644,Pacifica,US,37.6138,-122.4869,56.41,70,100,5.75,haze
645,Hambantota,LK,6.1241,81.1185,76.19,87,100,11.74,moderate rain
646,Haines Junction,CA,60.7522,-137.5108,15.75,57,99,3.44,overcast clouds
647,Shenjiamen,CN,29.9576,122.298,54.86,91,100,11.9,overcast clouds
648,Todos Santos,MX,23.45,-110.2167,78.44,71,5,17.63,clear sky
649,Kusa,RU,55.3383,59.4406,10.58,68,100,7.18,overcast clouds
650,Bandarbeyla,SO,9.4942,50.8122,75.87,69,100,18.75,overcast clouds
651,Jaguarão,BR,-32.5661,-53.3758,79.56,55,19,15.32,few clouds
652,Kuah,MY,6.3265,99.8432,77.0,94,20,0.0,few clouds
653,Christchurch,NZ,-43.5333,172.6333,76.32,43,100,9.22,overcast clouds
654,Ruza,RU,55.699,36.1952,18.68,99,100,2.82,overcast clouds
655,Mayumba,GA,-3.432,10.6554,77.38,88,100,4.23,overcast clouds
656,Aksaray,TR,38.3726,34.0254,42.44,78,65,1.7,broken clouds
657,Lensk,RU,60.7253,114.9278,0.14,93,100,11.9,overcast clouds
658,Cam Ranh,VN,11.9214,109.1591,75.16,73,20,8.05,few clouds
659,Pitsunda,GE,43.1592,40.3378,51.98,70,87,5.12,light rain
660,Mao,TD,14.1212,15.3103,67.98,11,0,11.74,clear sky
661,Takoradze,GH,4.8845,-1.7554,80.11,82,1,7.74,clear sky
